ID,CreationDate,Score,ViewCount,AnswerCount,FavoriteCount
"51926","2019-05-14 06:03:19","1","58","<naive-bayes-classifier><homework>",""
"51928","2019-05-14 07:29:24","1","38","<data-analysis>",""
"51929","2019-05-14 08:02:28","1","42","<python><keras><tensorflow>",""
"51934","2019-05-14 09:39:34","1","75","<classification><nlp><multi-instance-learning>",""
"51935","2019-05-14 09:45:32","1","1134","<machine-learning><python><feature-selection><numpy><kaggle>",""
"51936","2019-05-14 09:59:06","1","68","<machine-learning><r><predictive-modeling><logistic-regression><evaluation>",""
"51937","2019-05-14 10:04:10","2","41","<machine-learning><python><deep-learning><opencv>",""
"51939","2019-05-14 10:20:29","2","355","<machine-learning><time-series><lstm><rnn><forecasting>",""
"51941","2019-05-14 11:04:52","1","19","<decision-trees><cost-function>",""
"51945","2019-05-14 11:51:10","0","85","<machine-learning><python><multiclass-classification><text>",""
"51946","2019-05-14 07:00:14","6","456","<keras><tools>","1"
"51951","2019-05-14 12:18:47","0","80","<dimensionality-reduction><matrix-factorisation>",""
"51952","2019-05-14 12:42:43","1","421","<machine-learning><nlp><natural-language-process><spacy>",""
"51955","2019-05-14 14:19:08","2","597","<python><visualization><data-cleaning><similarity><jaccard-coefficient>","1"
"51956","2019-05-14 14:34:06","2","24","<deep-learning><data-science-model><natural-language-process>",""
"51957","2019-05-14 14:42:54","1","45","<neural-network><cnn><rnn>",""
"51959","2019-05-14 15:04:33","1","25","<neural-network><image-classification><image-recognition><image>",""
"51960","2019-05-14 15:42:14","1","30","<score>",""
"51961","2019-05-14 15:51:10","1","83","<deep-learning><cnn><rnn>",""
"51963","2019-05-14 17:07:58","0","24","<machine-learning><python><time-series><jupyter><anaconda>",""
"51965","2019-05-14 17:41:34","3","60","<classification><ensemble-modeling>","2"
"51970","2019-05-14 20:21:28","1","1518","<python><scikit-learn><clustering><cosine-distance>",""
"51972","2019-05-14 21:02:46","1","34","<rnn><forecast>",""
"51973","2019-05-14 21:22:08","4","55","<machine-learning><deep-learning>",""
"51976","2019-05-14 22:33:20","0","173","<feature-selection><random-forest>",""
"51979","2019-05-15 01:29:43","0","302","<python><pandas><data-cleaning>",""
"61066","2019-09-30 23:08:48","0","26","<distributed>",""
"61068","2019-10-01 01:21:20","0","30","<text-mining><tfidf>",""
"61069","2019-10-01 03:24:12","0","23","<naive-bayes-classifier>",""
"61070","2019-10-01 04:09:51","5","167","<python><r><pipelines>",""
"61072","2019-10-01 05:04:22","0","13","<tensorflow><loss-function><image-recognition>",""
"61074","2019-10-01 05:11:47","1","38","<machine-learning><neural-network><classification>",""
"61075","2019-10-01 05:35:51","0","36","<machine-learning><python><decision-trees><information-theory>",""
"61077","2019-10-01 07:51:13","1","21","<nlp><text><embeddings>",""
"61078","2019-10-01 07:54:26","0","56","<python><pandas><multiclass-classification><csv><data.table>",""
"61085","2019-10-01 09:57:31","1","40","<dataset><data>",""
"61086","2019-10-01 10:05:03","1","14","<jupyter><aws><sagemaker>","0"
"64103","2019-12-02 16:10:37","0","24","<deep-learning>",""
"64104","2019-12-02 16:12:16","0","12","<python><dataset><heatmap>",""
"64107","2019-12-02 18:18:16","1","33","<machine-learning><python><deep-learning><tensorflow><java>",""
"64109","2019-12-02 18:30:21","0","24","<dataset><normalization><distribution>",""
"64113","2019-12-02 19:16:35","2","64","<machine-learning><predictive-modeling><feature-selection><feature-engineering>",""
"64114","2019-12-02 19:33:49","2","18","<neural-network><autoencoder><generative-models>","1"
"64116","2019-12-02 20:22:48","1","37","<machine-learning><keras><tensorflow><optimization>",""
"64118","2019-12-02 20:49:16","2","69","<cnn><convolution>","1"
"64119","2019-12-02 21:13:47","6","88","<reinforcement-learning>","2"
"64120","2019-12-02 21:22:22","1","191","<deep-learning><keras><sequence-to-sequence><language-model><attention-mechanism>","1"
"64122","2019-12-02 22:25:26","2","35","<anomaly-detection>","1"
"64124","2019-12-02 22:50:08","0","36","<python><pandas><dataframe><csv>",""
"64125","2019-12-02 23:13:48","1","30","<r><data-wrangling><error-handling>",""
"64129","2019-12-03 02:27:30","0","17","<keras><softmax>",""
"64131","2019-12-03 03:34:10","0","358","<colab>",""
"64135","2019-12-03 07:09:10","0","21","<computer-vision><object-detection>",""
"64136","2019-12-03 08:24:23","1","91","<python><nlp><nltk>",""
"64138","2019-12-03 10:21:08","2","25","<machine-learning><python><machine-learning-model><kernel>",""
"64140","2019-12-03 12:04:19","1","32","<classification><statistics><object-detection><matlab><confusion-matrix>",""
"64141","2019-12-03 12:19:48","0","24","<machine-learning><statistics><performance>","1"
"64143","2019-12-03 12:37:44","2","48","<regression><statistics>","0"
"64147","2019-12-03 14:11:48","2","64","<classification><logistic-regression><probability>",""
"64149","2019-12-03 15:50:33","1","53","<python><keras><time-series><stacked-lstm>",""
"64150","2019-12-03 17:01:10","0","20","<convolution><autoencoder>",""
"64151","2019-12-03 17:01:23","0","18","<machine-learning><deep-learning>",""
"47720","2019-03-21 07:31:33","3","4339","<python><deep-learning><classification><keras><overfitting>",""
"47725","2019-03-21 09:34:10","6","542","<confusion-matrix>","1"
"47728","2019-03-21 10:05:13","3","263","<machine-learning><deep-learning><time-series><unsupervised-learning><anomaly-detection>","1"
"47731","2019-03-21 11:07:30","1","36","<apache-spark>",""
"47735","2019-03-21 11:27:05","2","190","<python><neural-network><keras><cnn>",""
"47737","2019-03-21 12:43:23","1","32","<cnn>",""
"47740","2019-03-21 13:52:48","1","82","<r><time-series><regression><forecasting>",""
"47742","2019-03-21 14:24:21","1","731","<python><statistics><scipy>",""
"47743","2019-03-21 14:44:12","0","161","<python><dataset><sampling>",""
"47744","2019-03-21 15:08:45","1","459","<deep-learning><labels><yolo>",""
"47748","2019-03-21 16:48:09","1","213","<python><bigdata><hierarchical-data-format>",""
"47751","2019-03-21 18:14:16","2","445","<machine-learning><neural-network><deep-learning><regression><activation-function>",""
"47757","2019-03-21 19:47:10","-1","52","<r><data-mining><dataset><data><data-cleaning>",""
"47758","2019-03-21 19:47:32","1","207","<tensorflow><object-detection>",""
"47759","2019-03-21 20:20:04","20","6768","<python><deep-learning><keras><tensorflow>","6"
"47761","2019-03-21 21:48:04","1","47","<machine-learning><classification><r><random-forest><unbalanced-classes>",""
"47768","2019-03-22 05:05:37","2","33","<python><machine-learning-model><forecasting>",""
"47769","2019-03-22 05:14:42","0","201","<python><regression><svm><hyperparameter>",""
"47773","2019-03-22 09:35:50","1","37","<neural-network><deep-learning><natural-language-process><language-model><transformer>",""
"56483","2019-07-27 13:46:03","2","104","<machine-learning>",""
"56491","2019-07-27 16:27:01","0","8","<databases>",""
"56492","2019-07-27 17:12:59","3","145","<time-series><pandas>",""
"56493","2019-07-27 17:25:56","0","47","<machine-learning><classification><scikit-learn><random-forest><svm>",""
"56494","2019-07-27 19:21:46","1","34","<machine-learning><neural-network><classification>",""
"56495","2019-07-27 19:30:43","1","18","<named-entity-recognition>",""
"56498","2019-07-27 20:32:56","0","24","<deep-learning><dataset><training><image>",""
"56499","2019-07-27 22:03:51","0","12","<normalization><ranking>",""
"56501","2019-07-27 23:35:00","2","23","<clustering><k-means>",""
"56503","2019-07-28 01:27:43","0","52","<machine-learning><python><neural-network><data-mining><cnn>",""
"56504","2019-07-28 01:30:24","0","49","<machine-learning>",""
"56510","2019-07-28 08:53:50","0","23","<machine-learning><machine-learning-model><data-science-model><overfitting>",""
"56511","2019-07-28 09:38:44","0","16","<time-series><data-analysis><finance>",""
"56513","2019-07-28 09:55:22","1","117","<python><autoencoder><pca><pytorch><dimensionality-reduction>","1"
"60819","2019-09-26 11:34:10","3","116","<machine-learning><dimensionality-reduction>",""
"60820","2019-09-26 12:03:44","0","20","<classification><feature-selection><features>",""
"60821","2019-09-26 12:38:06","2","57","<cross-validation>",""
"60824","2019-09-26 12:42:57","0","26","<python><dataframe>",""
"60827","2019-09-26 13:02:10","1","83","<machine-learning>",""
"60829","2019-09-26 13:18:08","0","29","<loss-function><plotting>",""
"60832","2019-09-26 14:08:39","0","33","<classification><time-series>",""
"60834","2019-09-26 14:16:30","0","41","<neural-network><keras><loss-function><autoencoder>",""
"60837","2019-09-26 14:47:37","0","18","<neural-network>",""
"60838","2019-09-26 14:48:36","0","40","<python><keras><tensorflow><cnn><gpu>",""
"60840","2019-09-26 15:06:40","2","37","<deep-learning><lstm><rnn>",""
"60845","2019-09-26 16:24:40","4","55","<data-mining><genetic-algorithms><evolutionary-algorithms>","1"
"60848","2019-09-26 17:55:03","1","29","<classification><decision-trees>",""
"60850","2019-09-26 18:10:59","3","89","<python><scikit-learn><scoring>",""
"60854","2019-09-26 20:38:24","2","304","<tensorflow><object-detection><pipelines>",""
"60861","2019-09-27 04:24:55","3","40","<machine-learning><cross-validation>",""
"60862","2019-09-27 04:55:28","0","312","<machine-learning><python><scikit-learn><normalization>","1"
"60865","2019-09-27 06:55:00","0","29","<neural-network><audio-recognition>",""
"60866","2019-09-27 07:03:55","0","142","<python><neural-network><dataset><multilabel-classification><mnist>",""
"60868","2019-09-27 07:41:01","0","69","<machine-learning><classification><feature-extraction><sensors>",""
"60871","2019-09-27 08:22:35","0","19","<image-classification><ocr>",""
"60873","2019-09-27 08:59:34","0","17","<python><r><text-mining><natural-language-process><stanford-nlp>",""
"60875","2019-09-27 09:31:53","1","93","<python><keras><tensorflow><data-science-model>",""
"60878","2019-09-27 10:12:39","1","128","<tensorflow><anaconda>",""
"60880","2019-09-27 10:38:20","0","10","<regression><statistics><bayesian>",""
"56262","2019-07-23 18:37:26","1","100","<deep-learning><batch-normalization>",""
"56263","2019-07-23 18:41:44","-1","145","<machine-learning><scikit-learn>",""
"56264","2019-07-23 19:01:22","1","76","<machine-learning><python><keras><tensorflow>",""
"56265","2019-07-23 19:01:23","0","17","<scikit-learn><tensorflow><time-series><random-forest><numpy>",""
"56267","2019-07-23 19:23:59","1","51","<deep-learning><cnn><image-classification><unsupervised-learning>",""
"56269","2019-07-23 19:35:21","0","51","<python><keras><tensorflow><lstm><rnn>",""
"56270","2019-07-23 19:44:32","1","17","<machine-learning><cross-validation>","1"
"56273","2019-07-23 19:57:03","4","28","<convnet><convolution>","1"
"56275","2019-07-23 20:17:40","1","17","<machine-learning><neural-network><numpy><recurrent-neural-net>",""
"56276","2019-07-23 22:18:28","1","24","<machine-learning><classification><predictive-modeling><logistic-regression><machine-learning-model>",""
"56277","2019-07-23 22:51:30","1","74","<machine-learning><svm>","2"
"56278","2019-07-23 23:04:16","1","88","<dataset><statistics><graphs><descriptive-statistics><math>",""
"56282","2019-07-24 02:18:52","0","358","<python><seaborn><heatmap>",""
"56285","2019-07-24 04:51:35","2","194","<machine-learning><xgboost><boosting>",""
"56286","2019-07-24 04:52:55","0","15","<neural-network><deep-learning>",""
"56289","2019-07-24 06:50:57","0","43","<machine-learning><classification><regression><machine-learning-model>",""
"56290","2019-07-24 06:57:18","0","13","<machine-learning><neural-network><deep-learning><tensorflow><graphs>",""
"56296","2019-07-24 09:25:06","0","44","<anomaly-detection>","1"
"56299","2019-07-24 10:16:54","2","159","<machine-learning><cross-validation><prediction>","3"
"56300","2019-07-24 10:20:17","0","31","<loss-function><ranking>","1"
"56302","2019-07-24 12:17:29","0","8","<machine-learning><keras><statistics>",""
"56303","2019-07-24 12:27:32","1","56","<reinforcement-learning><openai-gym>",""
"56304","2019-07-24 12:42:32","1","19","<reinforcement-learning><openai-gym>",""
"56307","2019-07-24 13:09:38","1","106","<deep-learning><keras><word-embeddings><embeddings>",""
"56308","2019-07-24 13:10:53","2","204","<reinforcement-learning>",""
"56311","2019-07-24 13:37:06","0","39","<pandas><csv><aws><aws-lambda>",""
"56315","2019-07-24 14:33:09","0","18","<neural-network>",""
"56318","2019-07-24 14:56:02","2","43","<machine-learning>",""
"56320","2019-07-24 15:49:17","0","18","<machine-learning><deep-learning><linear-regression><association-rules>",""
"56321","2019-07-24 15:57:29","4","207","<regression><xgboost><cross-validation><overfitting><metric>","2"
"56323","2019-07-24 16:37:21","0","17","<deep-learning>",""
"56324","2019-07-24 16:55:44","2","50","<r><data-cleaning>",""
"56325","2019-07-24 18:11:35","0","195","<machine-learning><scikit-learn><pandas>",""
"47919","2019-03-25 04:02:06","3","1170","<svm>","2"
"47921","2019-03-25 05:52:58","1","583","<neural-network><deep-learning><computer-vision>",""
"47922","2019-03-25 05:58:31","1","10","<reinforcement-learning>",""
"47923","2019-03-25 06:59:35","3","122","<deep-learning><reinforcement-learning><deepmind>",""
"47927","2019-03-25 08:45:27","1","364","<machine-learning><classification><correlation>","1"
"47928","2019-03-25 09:00:25","1","152","<mnist>",""
"47929","2019-03-25 09:22:18","2","67","<feature-engineering><categorical-data><aggregation><dummy-variables>","3"
"47930","2019-03-25 09:34:52","0","35","<machine-learning><classification><regression><predictive-modeling>","1"
"47933","2019-03-25 09:55:17","1","91","<machine-learning><python><predictive-modeling><supervised-learning>","1"
"47934","2019-03-25 09:58:35","2","424","<machine-learning><python><scikit-learn><predictive-modeling><decision-trees>","1"
"47938","2019-03-25 12:26:39","1","49","<machine-learning><learning>",""
"47940","2019-03-25 13:33:39","1","409","<classification><decision-trees><cross-validation>","4"
"47941","2019-03-25 13:41:46","1","605","<nlp><data><labels>","1"
"47943","2019-03-25 13:45:17","1","17","<bigdata><preprocessing>",""
"47951","2019-03-25 15:10:16","0","56","<data><pca><dimensionality-reduction>",""
"47953","2019-03-25 15:32:03","0","345","<python><pandas><dataframe>",""
"47954","2019-03-25 15:35:31","4","523","<machine-learning><xgboost><supervised-learning><hyperparameter-tuning><gbm>","3"
"47955","2019-03-25 16:36:24","3","1339","<scikit-learn><pandas><aws><aws-lambda>",""
"47960","2019-03-25 17:08:12","2","73","<machine-learning><python><feature-selection><data-imputation>","1"
"47961","2019-03-25 17:20:31","4","184","<neural-network><keras><r><lstm>","1"
"47966","2019-03-25 18:21:12","0","1631","<deep-learning><cnn><training><overfitting><transfer-learning>","1"
"47969","2019-03-25 18:42:24","0","554","<machine-learning><deep-learning><lstm><rnn><machine-learning-model>",""
"47971","2019-03-25 18:55:06","3","696","<random-forest><decision-trees><boosting>","1"
"47973","2019-03-25 20:33:12","6","139","<machine-learning><scikit-learn><nlp><pandas>",""
"47984","2019-03-26 00:47:33","1","1263","<machine-learning><unsupervised-learning><density-estimation>",""
"64238","2019-12-05 05:06:05","2","22","<python><statistics><data><distribution><descriptive-statistics>",""
"64240","2019-12-05 06:11:16","1","71","<neural-network><tensorflow><data-cleaning><bigdata><preprocessing>",""
"64248","2019-12-05 08:13:04","0","18","<cnn><loss-function><pytorch>",""
"64253","2019-12-05 09:07:28","0","32","<machine-learning><data-mining><dataset><data><data-cleaning>",""
"64254","2019-12-05 10:34:50","1","40","<sequence-to-sequence><bert><machine-translation><transformer><attention-mechanism>",""
"64257","2019-12-05 11:02:44","0","16","<logistic-regression>",""
"64260","2019-12-05 11:33:17","3","1436","<correlation><pearsons-correlation-coefficient><spearmans-rank-correlation><kendalls-tau-coefficient>","3"
"64262","2019-12-05 11:53:58","1","13","<loss-function><softmax>",""
"64264","2019-12-05 13:10:58","0","32","<keras><loss-function>",""
"64265","2019-12-05 13:18:57","0","66","<classification><pandas><dataframe><groupby>",""
"64273","2019-12-05 14:01:23","3","28","<predictive-modeling>",""
"64278","2019-12-05 15:14:15","2","220","<machine-learning><neural-network><cnn>","1"
"64279","2019-12-05 15:27:50","0","95","<pca><orange>","1"
"64280","2019-12-05 15:49:05","1","28","<recommender-system><aws>",""
"64285","2019-12-05 17:25:30","2","15","<deep-learning><classification><ensemble-modeling><distribution>",""
"64286","2019-12-05 17:35:06","1","286","<machine-learning><neural-network><cnn><image-classification>",""
"64289","2019-12-05 18:47:32","1","49","<image-classification><decision-trees>",""
"64290","2019-12-05 18:49:45","1","64","<machine-learning><python><time-series><unsupervised-learning><anomaly-detection>","1"
"64291","2019-12-05 18:50:35","0","112","<keras><tensorflow><machine-learning-model><audio-recognition>",""
"64294","2019-12-05 19:16:41","2","178","<machine-learning><neural-network><cnn><overfitting><regularization>",""
"64297","2019-12-05 21:13:20","1","13","<time-series><variance>",""
"64298","2019-12-05 21:35:21","1","12","<tableau>",""
"64302","2019-12-05 22:37:13","10","229","<feature-scaling>","5"
"48172","2019-03-28 19:04:13","0","33","<keras><lstm>",""
"48175","2019-03-28 19:37:36","1","57","<machine-learning><categorical-data><word-embeddings><embeddings>","2"
"48177","2019-03-28 20:44:47","2","316","<machine-learning><nlp><word2vec><word-embeddings>","1"
"48180","2019-03-28 21:33:04","1","83","<machine-learning><neural-network><keras><tensorflow>",""
"48181","2019-03-28 10:53:42","1","26","<machine-learning><tensorflow>",""
"64232","2019-12-04 23:43:14","2","29","<clustering><preprocessing><outlier><noise>",""
"64233","2019-12-05 00:03:56","5","41","<classification><multiclass-classification><text>",""
"64235","2019-12-05 01:58:30","0","33","<python><time-series>",""
"47806","2019-03-22 17:16:10","1","57","<machine-learning><predictive-modeling><statistics>","1"
"47807","2019-03-22 17:25:58","1","20","<deep-learning><cnn>","1"
"47809","2019-03-22 19:02:49","1","294","<deep-learning><keras><lstm>","0"
"47814","2019-03-22 22:39:00","0","16","<machine-learning><scikit-learn><svm>",""
"47815","2019-03-22 23:48:04","2","470","<keras><gpu><nvidia>","2"
"47817","2019-03-23 00:43:54","2","32","<deep-learning><natural-language-process><language-model><text-generation><transformer>",""
"47820","2019-03-23 03:04:23","1","122","<deep-learning><faster-rcnn>",""
"47824","2019-03-23 06:26:56","3","193","<deep-learning><recommender-system>","2"
"47825","2019-03-23 06:38:25","1","454","<machine-learning><scikit-learn><pandas><machine-learning-model><data-science-model>",""
"47830","2019-03-23 09:17:34","1","915","<python><matrix>",""
"47831","2019-03-23 09:24:49","1","442","<machine-learning><time-series><statistics><feature-selection><correlation>",""
"47833","2019-03-23 09:45:32","0","54","<machine-learning><classification><object-detection><activity-recognition>",""
"47834","2019-03-23 10:06:10","0","44","<python><pca><numpy><matrix>",""
"47839","2019-03-23 11:08:51","1","514","<machine-learning><neural-network>",""
"47842","2019-03-23 11:57:29","2","329","<python><k-means>",""
"47845","2019-03-23 13:10:47","2","32","<accuracy><semi-supervised-learning>",""
"47850","2019-03-23 16:15:43","3","272","<classification><data-mining><naive-bayes-classifier>",""
"47851","2019-03-23 16:16:49","0","31","<deep-learning><transfer-learning>",""
"47852","2019-03-23 16:45:32","0","1311","<visualization><decision-trees>",""
"47854","2019-03-23 17:58:35","2","242","<data-science-model><career>","5"
"64488","2019-12-09 15:22:03","0","14","<machine-learning><statistics>",""
"64489","2019-12-09 15:30:28","0","176","<regression><correlation><python-3.x><pearsons-correlation-coefficient>",""
"64490","2019-12-09 15:32:31","1","22","<python><dummy-variables>",""
"64498","2019-12-09 17:52:47","2","47","<multiclass-classification><class-imbalance>",""
"64499","2019-12-09 18:15:35","1","84","<machine-learning><svm><loss-function><hinge-loss>","1"
"64501","2019-12-09 19:40:09","2","37","<neural-network><reinforcement-learning>","2"
"64503","2019-12-09 20:45:31","3","40","<classification><multiclass-classification><sequence>",""
"64505","2019-12-09 22:01:37","0","26","<predictive-modeling>",""
"64506","2019-12-09 22:05:28","0","32","<machine-learning><deep-learning><classification><keras><csv>",""
"64507","2019-12-09 22:10:38","1","10","<machine-learning><classification><bayesian>",""
"64509","2019-12-09 22:37:50","1","29","<machine-learning><python><data-science-model>",""
"64510","2019-12-09 22:56:10","0","39","<r><xgboost>","1"
"64511","2019-12-09 22:58:07","1","31","<scikit-learn>",""
"64517","2019-12-10 01:24:14","1","12","<neural-network><classification><keras><predictive-modeling><ensemble-modeling>",""
"64520","2019-12-10 02:01:12","0","63","<deep-learning><classification><tensorflow><regression>",""
"64521","2019-12-10 02:33:10","0","999","<python>",""
"64523","2019-12-10 02:59:43","0","7","<sequential-pattern-mining>",""
"64525","2019-12-10 03:13:26","0","56","<deep-learning><nlp><natural-language-process><generative-models><generalization>",""
"64526","2019-12-10 05:14:02","0","19","<machine-learning><deep-learning><computer-vision><pytorch><convolution>",""
"64527","2019-12-10 05:40:14","0","27","<clustering><lda>",""
"64528","2019-12-10 06:31:11","0","36","<machine-learning><time-series><training>",""
"64529","2019-12-10 06:40:17","0","12","<neural-network><nlp><bayesian><word><predict>",""
"64530","2019-12-10 07:15:44","0","18","<deep-learning><nlp><natural-language-process><bert><nl2sql>",""
"64532","2019-12-10 07:45:33","0","33","<machine-learning><neural-network><keras><tensorflow><metric>",""
"64533","2019-12-10 07:48:55","2","38","<overfitting>","1"
"64538","2019-12-10 09:30:33","0","55","<machine-learning><neural-network><cnn><image-classification>","1"
"64539","2019-12-10 09:34:09","0","10","<deep-learning><cnn><image-classification><image-recognition><image-preprocessing>",""
"64540","2019-12-10 09:47:19","0","10","<convnet><pytorch>",""
"64542","2019-12-10 10:12:05","0","23","<nlp><text-mining><data-science-model><social-network-analysis>",""
"64543","2019-12-10 10:38:44","1","26","<neural-network><mse>",""
"64547","2019-12-10 11:46:46","0","19","<machine-learning><python><gradient-descent><mathematics>",""
"64548","2019-12-10 12:03:07","0","42","<python><deep-learning>",""
"56514","2019-07-28 11:04:17","1","34","<machine-learning><machine-learning-model><terminology><definitions>",""
"56517","2019-07-28 12:08:28","1","175","<tensorflow>",""
"56518","2019-07-28 12:25:33","0","610","<python><deep-learning><computer-vision><faster-rcnn>",""
"56519","2019-07-28 12:36:13","1","197","<python><scikit-learn><predictive-modeling>",""
"56526","2019-07-28 21:57:49","1","85","<deep-learning><keras><tensorflow><convolution>",""
"56527","2019-07-28 22:40:05","1","24","<ranking>",""
"56530","2019-07-29 03:08:30","0","176","<time-series><hyperparameter-tuning><lightgbm>",""
"56531","2019-07-29 03:51:11","0","38","<time-series><predictive-modeling><lstm><rnn>",""
"56532","2019-07-29 04:34:45","1","12","<social-network-analysis><reference-request>",""
"56533","2019-07-29 05:53:29","0","21","<machine-learning><svm><loss-function><perceptron>",""
"56534","2019-07-29 06:04:21","0","32","<nlp><natural-language-process><nltk>",""
"56537","2019-07-29 07:26:20","1","164","<deep-learning><generative-models>",""
"56538","2019-07-29 07:45:17","0","14","<machine-learning><dimensionality-reduction><grid-search><feature-reduction>",""
"56546","2019-07-29 08:33:32","0","18","<deep-learning><generative-models>",""
"56549","2019-07-29 09:11:55","1","22","<machine-learning><python><classification><algorithms>",""
"56551","2019-07-29 09:18:06","1","62","<scikit-learn><regression><feature-selection><cross-validation>",""
"56552","2019-07-29 09:18:46","2","67","<machine-learning><model-selection><hyperparameter-tuning>",""
"56553","2019-07-29 09:24:56","0","55","<deep-learning><reinforcement-learning><q-learning><dqn>",""
"56555","2019-07-29 09:39:48","0","27","<scikit-learn><regression><random-forest><categorical-data><data-science-model>",""
"56556","2019-07-29 09:55:10","0","56","<machine-learning><python><keras><natural-language-process>",""
"56559","2019-07-29 11:26:10","0","17","<powerbi>",""
"56560","2019-07-29 11:41:38","2","26","<neural-network><cnn><convnet><backpropagation>",""
"56561","2019-07-29 12:21:59","2","30","<orange>",""
"56562","2019-07-29 12:30:32","1","66","<python><lstm><pytorch>",""
"56563","2019-07-29 13:02:31","0","87","<time-series><lstm><rnn><attention-mechanism>",""
"56565","2019-07-29 13:35:35","3","232","<clustering>",""
"56567","2019-07-29 13:39:56","0","50","<nlp><bert>",""
"56568","2019-07-29 13:47:11","1","41","<machine-learning><deep-learning><statistics>",""
"56570","2019-07-29 14:36:34","0","32","<pandas><visualization><seaborn>","1"
"56571","2019-07-29 14:52:31","1","41","<neural-network><classification><image-classification><computer-vision>",""
"56572","2019-07-29 14:56:12","0","26","<machine-learning><predictive-modeling><algorithms><prediction><model-selection>",""
"56577","2019-07-29 15:28:21","0","46","<machine-learning><ensemble-modeling><hyperparameter><meta-learning>",""
"56579","2019-07-29 16:31:37","0","10","<machine-learning><predictive-modeling><prediction><preprocessing>",""
"56580","2019-07-29 16:51:27","1","47","<dataset><preprocessing>",""
"56581","2019-07-29 17:46:15","0","30","<deep-learning><cnn><computer-vision><faster-rcnn>",""
"56582","2019-07-29 18:18:42","0","9","<data><data-science-model>",""
"56583","2019-07-29 19:09:33","0","60","<dataframe><pyspark>",""
"56585","2019-07-29 20:13:45","0","20","<clustering><dbscan>",""
"56586","2019-07-29 21:20:55","1","1466","<machine-learning><python><k-means><unsupervised-learning><anomaly-detection>",""
"56588","2019-07-29 23:05:56","1","32","<python><anomaly-detection><normalization><outlier><gaussian>",""
"56589","2019-07-29 23:36:47","1","67","<information-retrieval>","1"
"56594","2019-07-30 03:15:46","3","69","<machine-learning><classification><feature-engineering><feature-extraction>",""
"56598","2019-07-30 05:02:26","0","13","<machine-learning><classification><nlp><feature-engineering>",""
"56600","2019-07-30 06:22:21","2","52","<machine-learning><multiclass-classification><softmax>",""
"56601","2019-07-30 06:27:24","2","39","<machine-learning><neural-network><cnn><convolution>",""
"56604","2019-07-30 06:57:08","0","47","<reinforcement-learning>",""
"56607","2019-07-30 07:48:03","1","20","<transfer-learning><data-augmentation>",""
"56608","2019-07-30 08:25:52","0","280","<machine-learning><python><optimization><convergence><survival-analysis>",""
"56611","2019-07-30 08:56:00","6","94","<clustering><text-mining><k-means><similarity>",""
"56612","2019-07-30 09:53:31","2","67","<python><data><visualization><distribution><seaborn>",""
"56614","2019-07-30 10:22:33","0","160","<python><pytorch>",""
"56616","2019-07-30 10:49:31","0","27","<deep-learning><keras><nlp><spacy>",""
"56620","2019-07-30 11:50:18","1","473","<python><nlp><word2vec><gensim><similar-documents>",""
"56621","2019-07-30 12:14:59","1","55","<reinforcement-learning><q-learning><markov-process>",""
"55972","2019-07-19 04:37:08","0","26","<neural-network><gan><generative-models>",""
"55975","2019-07-19 06:05:49","0","525","<machine-learning><cnn><reinforcement-learning><convolution>",""
"55977","2019-07-19 06:41:41","0","13","<cnn><convolution><pytorch><image-preprocessing>",""
"55980","2019-07-19 08:05:35","1","47","<python><keras><time-series><lstm><forecasting>",""
"55982","2019-07-19 08:11:19","0","2641","<machine-learning><python><pandas><lstm>",""
"55984","2019-07-19 08:34:35","4","81","<machine-learning><evaluation><explainable-ai>","3"
"55985","2019-07-19 08:41:50","0","15","<python><deep-learning><keras><time-series><lstm>",""
"55988","2019-07-19 09:35:44","0","140","<machine-learning><python><scikit-learn><feature-selection><random-forest>",""
"55990","2019-07-19 09:53:13","0","24","<neural-network><regression><pytorch>",""
"55991","2019-07-19 10:10:22","3","2115","<machine-learning><deep-learning><training>",""
"55994","2019-07-19 10:55:04","0","126","<machine-learning><deep-learning><tensorflow><object-detection><faster-rcnn>",""
"52336","2019-05-21 19:40:52","0","62","<linear-regression><data-science-model>",""
"52343","2019-05-21 20:29:57","0","310","<pandas><bigdata><dataframe>","1"
"52344","2019-05-21 20:50:00","0","46","<tensorflow><cnn><activity-recognition>",""
"52345","2019-05-21 21:01:03","0","17","<machine-learning><regression><statistics><correlation><descriptive-statistics>",""
"52346","2019-05-21 21:09:27","1","55","<text-mining><orange>",""
"52347","2019-05-21 21:10:25","0","85","<neural-network><keras><linear-regression>",""
"52348","2019-05-21 21:24:38","1","1383","<scikit-learn><gridsearchcv>",""
"52351","2019-05-21 21:56:11","2","225","<visualization>",""
"52352","2019-05-21 22:22:19","3","511","<neural-network><autoencoder><vae>",""
"52353","2019-05-21 22:27:38","0","41","<machine-learning><k-means>",""
"52357","2019-05-22 00:17:38","0","16","<machine-learning><python><classification><keras><statistics>",""
"52359","2019-05-22 01:27:59","1","30","<classification><dataset><similarity>",""
"52360","2019-05-22 01:54:06","0","37","<classification><random-forest>",""
"52366","2019-05-22 03:24:53","0","6","<machine-learning><image-recognition>",""
"52367","2019-05-22 03:25:28","2","174","<machine-learning><natural-language-process>",""
"52371","2019-05-22 04:31:04","0","21","<r><forecast>",""
"52372","2019-05-22 04:57:01","1","95","<lstm><rnn>",""
